cell_type_1,cell_type_2,ad_coupling_r,global_rb,ad_minus_global,n_shared_locus_genes,disruption_score
CD4_Th17-like_RORC,gdT2_GZMH,0.6370714412594586,0.926118461384429,-0.2890470201249704,17,0.3121058829697466
cMono_CD14,ncMono_C1QA,0.6429370625006571,0.933453722079204,-0.2905166595785469,21,0.3112277049272898
NK_bright_XCL1,Switched_activated_Bm_CD86,0.5729040998556921,0.829623280090512,-0.2567191802348199,8,0.30944066589694996
CD4_Th_TNFRSF11A,cMono_CD14,0.5807454895518364,0.840018758526228,-0.2592732689743916,16,0.3086517608598098
CD8_CTL_GZMB,DC2_CD1C,0.5612356181946861,0.811036075767686,-0.2498004575729998,13,0.3080016598972509
CD8_CTL_GZMK,pre-Switched_Bm_JAM3,0.5895563216319423,0.851188429544777,-0.2616321079128347,10,0.3073727259812001
CD4_Tem_CCR7neg,Transitional_B_MME,0.5968425887722449,0.861583053870086,-0.2647404650978411,10,0.30727213576064605
CD4_Treg_FOXP3,pDC_IRF4,0.5761407692144795,0.831193772042509,-0.2550530028280294,14,0.3068514363399074
DC2_CD1C,Mature_NK_dim_FCGR3A,0.5677337338553745,0.818992868237783,-0.2512591343824084,10,0.3067903813656396
CD8_Tcm_IFI44L,cMono_CD14,0.5973085674911942,0.860337776483436,-0.2630292089922418,13,0.3057278387418408
CD4_Th_CCR4,Switched_Bm_IGHDneg,0.6082395062484988,0.875024133861801,-0.2667846276133022,11,0.3048883079783003
Proliferative_NK_MKI67,gdT2_IL12RB2,0.5496893641292011,0.790491426371157,-0.2408020622419558,6,0.3046232434770176
MAIT_SLC4A10,Mature_NK_dim_FCGR3A,0.6331884692692502,0.910360082772253,-0.2771716135030028,34,0.304463715784805
CD4_Tcm_CXCR5,CD8_CTL_GZMB,0.6259464731004584,0.899829560782137,-0.2738830876816787,30,0.30437218293164087
CD8_Tcm_IFI44L,ncMono_FCGR3A,0.5785396087846204,0.831671001937402,-0.2531313931527815,11,0.30436481801470117
MAIT_SLC4A10,Proliferative_NK_MKI67,0.5410580916659499,0.777503669213401,-0.2364455775474511,6,0.3041086324218414
CD4_Tcm_CXCR5,CD4_Tn_SOX4,0.6543215705890882,0.939592789833012,-0.2852712192439237,12,0.30361154569377147
Atypical_Bm_ITGAX,CD4_Th_CCR4,0.5991635463291597,0.859490077099999,-0.2603265307708393,8,0.30288485894939676
CD4_Tcm_CXCR5,CD8_Tem_CCR7neg,0.6541044042512475,0.938141326815834,-0.2840369225645864,31,0.3027656009235223
CD4_Tem_CCR7neg,CD4_Treg_FOXP3,0.6527943339689936,0.936173624276073,-0.2833792903070794,22,0.3026995024840737
CD4_Th_CCR4,CD4_Tn_SOX4,0.6332823098777522,0.907764294207552,-0.2744819843297997,7,0.3023714262405676
CD4_Th1-like_GZMK,CD4_Th_TNFRSF11A,0.6636551267018868,0.950520650243476,-0.2868655235415892,23,0.30179830755713577
CD4_Th_LMNA,Transitional_NK_GZMK,0.6349071519961544,0.908938679107466,-0.2740315271113115,9,0.30148516441218814
Bn_TCL1A,CD4_Tem_CCR7neg,0.5895943288806245,0.843814552915747,-0.2542202240351225,27,0.3012749936069257
CD4_Tn_SOX4,Terminal_NK_dim_CD160neg,0.6024620750457507,0.861223979097332,-0.2587619040515813,5,0.3004583132053469
NKT_NCR1,gdT2_GZMK,0.6504525238606781,0.929478452595555,-0.2790259287348768,10,0.30019623150563746
Mature_NK_dim_FCGR3A,pre-Switched_Bm_JAM3,0.5770262880975355,0.824391251639505,-0.2473649635419694,11,0.3000577250789881
CD8_Tn_CCR7,pre-Switched_Bm_JAM3,0.5959621084106039,0.84842486740905,-0.252462758998446,12,0.2975664300946598
NKT_NCR1,cMono_CD14,0.5777385751017776,0.82135046957696,-0.2436118944751824,27,0.2965992027747372
Atypical_Bm_ITGAX,CD4_Tcm_CXCR5,0.5929744290427384,0.842042173163844,-0.2490677441211055,10,0.2957901065516372
NK_bright_XCL1,cMono_IFI44L,0.5550613203619721,0.787993201935179,-0.2329318815732068,6,0.29560138463271673
Bn_TCL1A,NK_bright_XCL1,0.5868151562216289,0.831123240673462,-0.244308084451833,8,0.2939492875375129
CD8_CTL_GZMB,Terminal_NK_dim_CD160neg,0.6609065963014097,0.935802552690173,-0.2748959563887633,11,0.29375422796028244
cMono_IL1B,pDC_IRF4,0.5566192245215503,0.787818440108683,-0.2311992155871326,8,0.29346763647121243
CD8_CTL_GZMB,cMono_CD14,0.5830355057432157,0.825060969324294,-0.2420254635810782,32,0.2933425196192368
Mature_NK_dim_FCGR3A,NK_bright_XCL1,0.6489824523607963,0.917546931596834,-0.2685644792360376,10,0.29269835687712126
CD8_Tcm_IFI44L,pre-Switched_Bm_JAM3,0.6070586639381796,0.856688909348793,-0.2496302454106134,10,0.2913896079270693
CD4_Th22-like_CCR10,cMono_CD14,0.6032231711477459,0.85076274251156,-0.2475395713638141,9,0.2909619321516663
CD4_Th17-like_RORC,CD4_Th_CCR4,0.6689643729073891,0.941594729829518,-0.2726303569221289,12,0.2895410820443849
CD4_Tfh-like_CXCR5,CD8_Tcm_IFI44L,0.6647828642491117,0.935669663160757,-0.2708867989116452,16,0.2895111486211607
Atypical_Bm_ITGAX,gdT2_GZMH,0.6008080510471914,0.844570355294349,-0.2437623042471576,8,0.28862285151152595
CD4_Tn_CCR7,gdT2_GZMH,0.6248563742280736,0.878278096089173,-0.2534217218610993,21,0.28854382568521786
CD4_Th_TNFRSF11A,CD4_Treg_FCRL3,0.6625632076561795,0.931218502786673,-0.2686552951304934,18,0.2884986652719443
CD4_Treg_FOXP3,cMono_IL1B,0.571906542841996,0.803292455368959,-0.2313859125269629,8,0.28804691364950696
CD4_Tfh-like_CXCR5,Terminal_NK_dim_CD160neg,0.6188976167660234,0.86753975416058,-0.2486421373945566,10,0.28660604450932564
CD4_Th17-like_RORC,Mature_NK_dim_FCGR3A,0.6386907989327393,0.89511262251264,-0.2564218235799007,27,0.286468782956169
CD4_Th17-like_RORC,Proliferative_NK_MKI67,0.6045588770933304,0.846566774099186,-0.2420078970058555,6,0.28586982670489414
CD4_Tn_LIMS1,CD8_CTL_GZMK,0.6583569236407588,0.921076373113936,-0.2627194494731771,10,0.2852309071667818
CD4_Th_TNFRSF11A,MAIT_SLC4A10,0.6709494621831879,0.938585084706995,-0.2676356225238071,20,0.28514796035498147
Switched_activated_Bm_CD86,ncMono_FCGR3A,0.5946647201537064,0.83101411719955,-0.2363493970458435,17,0.28441080861817586
CD4_Tcm_CXCR5,Switched_Bm_IGHDneg,0.6302198562546845,0.878377456373552,-0.2481576001188675,15,0.2825181797622688
Proliferative_NK_MKI67,ncMono_FCGR3A,0.535864753799406,0.745793157015252,-0.2099284032158459,5,0.28148341298276724
Switched_activated_Bm_CD86,Unswitched_Bm_CD1C,0.6808820529685614,0.946097805904777,-0.2652157529362156,10,0.28032593594547356
CD4_Tn_CCR7,Terminal_NK_dim_CD160neg,0.6000283836521765,0.831947613133803,-0.2319192294816265,9,0.2787666264321943
Mature_NK_dim_FCGR3A,pDC_IRF4,0.5481921892762107,0.759510089109332,-0.2113178998331213,14,0.2782292202081623
CD4_CTL_GZMH,pre-Switched_Bm_JAM3,0.6054987258023935,0.837343952413735,-0.2318452266113415,8,0.27688171144369345
DC2_CD1C,gdT2_IL12RB2,0.5945098146474997,0.821816245462492,-0.2273064308149922,10,0.27659033521182275
CD4_Th_TNFRSF11A,gdT1_TRDV1,0.6575104486324095,0.90788993303471,-0.2503794844023005,7,0.27578176086321704
CD4_Th_TNFRSF11A,CD4_Tn_SOX4,0.676566506073862,0.933773580569771,-0.2572070744959089,12,0.27544908085637426
CD4_Tcm_IFI44L,CD4_Tn_LIMS1,0.6898177035405976,0.951444816237674,-0.2616271126970764,7,0.27497875676241124
CD4_Th_LMNA,cMono_CD14,0.6123907591920978,0.841887023022048,-0.2294962638299501,11,0.27259745969969645
CD4_Th_CCR4,CD4_Tn_CCR7,0.6630319342477512,0.911450437604055,-0.2484185033563037,13,0.27255294759562093
CD4_Tcm_CXCR5,MAIT_SLC4A10,0.6747483481102845,0.927390605492416,-0.2526422573821315,27,0.2724227050456115
Mature_NK_dim_FCGR3A,gdT2_IL12RB2,0.6799746648533193,0.93455408268299,-0.2545794178296707,30,0.2724073679062045
CD4_Th_LMNA,cMono_IFI44L,0.6006871357344808,0.824856689753384,-0.2241695540189031,5,0.27176788017070636
CD4_CTL_GZMH,Terminal_NK_dim_CD160neg,0.6722207481861038,0.922957901851797,-0.2507371536656932,8,0.27166694511485434
CD4_Th17-like_RORC,NKT_NCR1,0.6640337859562462,0.911619993320446,-0.2475862073641997,26,0.2715892687504607
CD4_Th_TNFRSF11A,CD4_Tn_CCR7,0.6848965869728377,0.936790999690312,-0.2518944127174742,24,0.26889072674774467
CD4_Th_TNFRSF11A,Mature_NK_dim_FCGR3A,0.6494256158517683,0.886111181440423,-0.2366855655886547,21,0.26710594623567346
CD4_Tn_LIMS1,gdT2_GZMK,0.6529945130148985,0.890197485568615,-0.2372029725537164,7,0.266461067795763
gdT2_GZMK,pre-Switched_Bm_JAM3,0.6210710067541946,0.846590462318818,-0.2255194555646233,8,0.2663855377568557
CD8_CTL_GZMB,CD8_Tcm_IFI44L,0.653775051535928,0.890897062619437,-0.237122011083509,15,0.26616095285612146
DC2_CD1C,MAIT_SLC4A10,0.6026389043670999,0.820161577768287,-0.2175226734011871,11,0.2652192925119468
CD8_Tem_CCR7neg,Proliferative_NK_MKI67,0.6440348493458627,0.875992511123986,-0.2319576617781232,6,0.26479411505527417
Switched_Bm_IGHE,pre-Switched_Bm_JAM3,0.7001618299710631,0.949641679882528,-0.2494798499114648,9,0.26270945683673647
CD4_Tem_CCR7neg,CD4_Tfh-like_CXCR5,0.7121368055919864,0.96470870317856,-0.2525718975865735,34,0.26181156732015554
CD4_Th1-like_GZMK,Proliferative_NK_MKI67,0.6383980735393171,0.864299899343628,-0.2259018258043109,7,0.2613697236062005
CD8_CTL_GZMB,MAIT_SLC4A10,0.6901832151672083,0.933859076765461,-0.2436758615982527,39,0.2609342968986872
CD4_Th22-like_CCR10,ncMono_FCGR3A,0.6307729085470668,0.853362538809652,-0.2225896302625851,9,0.26083829572958933
CD4_Th_LMNA,CD4_Tn_LIMS1,0.6984774022737664,0.944815277068659,-0.2463378747948925,7,0.2607259649305939
CD4_Tcm_CXCR5,CD4_Th1-like_GZMK,0.6997047156174822,0.945536351521618,-0.2458316359041358,29,0.2599917343299681
CD4_Th_TNFRSF11A,Switched_Bm_IGHE,0.6578538188271367,0.888040081507079,-0.2301862626799423,11,0.25920706449341435
CD4_Treg_FCRL3,Proliferative_NK_MKI67,0.6126078783313637,0.825667092747859,-0.2130592144164953,5,0.25804493879903123
CD4_Th1-like_GZMK,CD4_Th_CCR4,0.6987912978797733,0.941286650844939,-0.2424953529651656,12,0.2576211537128371
CD4_Th_CCR4,gdT2_IL12RB2,0.6759364521629773,0.910424737115477,-0.2344882849524997,11,0.2575592197719003
Mature_NK_dim_FCGR3A,gdT2_GZMH,0.7027708672193669,0.946497992572899,-0.2437271253535321,21,0.25750411228131614
Transitional_B_MME,ncMono_FCGR3A,0.5996840387361967,0.807246284768369,-0.2075622460321723,9,0.25712381704144993
CD4_Tcm_CXCR5,ncMono_FCGR3A,0.6010988245624398,0.809042553321976,-0.2079437287595362,14,0.25702446417151625
Bn_TCL1A,CD4_Th_CCR4,0.6098040347230264,0.820734101431422,-0.2109300667083956,13,0.25700170900723845
Transitional_B_MME,cMono_CD14,0.5929399186170115,0.796626623860863,-0.2036867052438515,10,0.2556865401468518
NKT_NCR1,Proliferative_NK_MKI67,0.617168910143186,0.828800199460352,-0.211631289317166,6,0.25534657141125605
CD4_Tn_LIMS1,cMono_CD14,0.6315204898573599,0.847313944270334,-0.2157934544129741,6,0.2546794560294946
CD8_Tem_CCR7neg,cMono_IFI44L,0.577630330883438,0.774824032131244,-0.197193701247806,9,0.2545012713472525
CD4_Th_CCR4,Switched_Bm_IGHE,0.6524744084006023,0.874170076109012,-0.2216956677084096,9,0.25360701969483046
CD4_Treg_FOXP3,DC2_CD1C,0.6209949645182513,0.830906393814794,-0.2099114292965427,8,0.2526294548448633
